,author,title,text,date,text_type
127,Fernando Pessoa,Bem sei que há ilhas lá ao sul de tudo,"
Bem sei que há ilhas lá ao sul de tudo 
Onde há paisagens que não pode haver.
Tão belas que são como que o veludo 
Do tecido que o mundo pode ser.

Bem sei. Vegetações olhando o mar,
Coral, encostas, tudo o que é a vida
Tornado amor e luz, o que o sonhar
Dá à imaginação anoitecida.

Bem sei. Vejo isso tudo. O mesmo vento 
Que ali agita os ramos em torpor
Passa de leve por meu pensamento 
E o pensamento julga que é amor.

Sei, sim, é belo, é luz, é impossível, 
Existe, dorme, tem a cor e o fim,
E, ainda que não haja, é tão visível 
Que é uma parte natural de mim.

Sei tudo, sim, sei tudo. E sei também
Que não é lá que há isso que lá está
Sei qual é a luz que essa paisagem tem
E qual o mar por que se vai para lá.
",20-9-1934,poem
128,Fernando Pessoa,OS FASTASMAS DO ENCOBERTO,"

OS FASTASMAS DO ENCOBERTO
 


Sabendo nós já que o triplo reaparecimento do Encoberto se dá em 1640, em 1888 e em 2198, será por certo curioso investigar que relação numérica definível existe entre os aparecimentos do Encoberto e os de seus fantasmas. Apareceu D. João IV em 1640, Pombal em 1750 (que foi quando, com a ascensão de D. José, foi chamado ao poder), e Sidónio em 1917 (que foi quando verdadeiramente apareceu, como o verdadeiro Sidónio). Temos, pois, que há coincidência no tempo, ou sincronismo, entre os primeiros aparecimentos do vero e do falso Encoberto. Entre os segundos aparecimentos (1750 e 1888) há uma diferença de 138 anos. De aqui é pois de concluir, como é de uso nestes cálculos de aritmética mística, que entre os terceiros aparecimentos, o falso e o vero, do Encoberto deve haver duas vezes 138 anos, porque, sendo 138 anos a diferença entre os segundos aparecimentos, e nula a diferença entre os primeiros (que coincidiram no tempo), segue que a diferença entre os terceiros será duas vezes a diferença entre os segundos... Duas vezes 138 faz 276, o que, somado a 1917, perfaz 2193. Faltam, pois, 5 anos para a data que seria de esperar, 2198. Para que a contagem na base estabelecida, 276, desse a data verdadeira, seria preciso que a data de partida fosse 1922. Ora 1922 foi o ano da viagem aérea ao Brasil — ano este que, como já vimos, o mesmo Bandarra sinalou no último corpo das suas Trovas... Temos pois que [...]
",s.d.,prose
129,Ricardo Reis,"A abelha que, voando, freme sobre","
A abelha que, voando, freme sobre
A colorida flor, e pousa, quase
Sem diferença dela
À vista que não olha,

Não mudou desde Cecrops. Só quem vive
Uma vida com ser que se conhece
Envelhece, distinto
Da espécie de que vive.

Ela é a mesma que outra que não ela.
Só nós — ó tempo, ó alma, ó vida, ó morte!—
Mortalmente compramos
Ter mais vida que a vida.
",2-9-1923,poem
130,Fernando Pessoa,"Os períodos monárquicos ou têm, na alma da nação, prestígio moral...","
Os períodos monárquicos ou têm, na alma da nação, prestígio moral e intelectual, ou não o têm. Se o tem de onde lhes advém tal prestígio? Das tradições da monarquia portuguesa? Elas são incontestavelmente de latrocínio, de incúria e de indisciplina. O que na República há de mau provém da desorganização do meio criada pela monarquia. Da monarquia vem o culto solene das incompetências. Os ""escândalos"" dos partidos republicanos, o seu compadrio, a sua indisciplina, estão na melhor tradição monárquica. Não tem a ideia monárquica prestígio moral e intelectual? Então ou vinga na alma da nação ou não vinga. Se vinga, tal facto importa uma desqualificação da nação por si própria. Se não vinga, a que vem a ideia monárquica? Se a ideia monárquica tem prestígio, esse prestígio — dado o carácter pouco decente da tradição monárquica — ou representa uma falta de senso moral da parte da nação, ou representa uma confiança absurda, dum messianismo de esquina, no aperto de uma monarquia futura.
Dos integralistas — que são criaturas novas e sem passado político —, todo o bem se pode admitir. Mas, para que isso pudesse ser, era preciso que os víssemos inteiramente desligados das outras monarquias — das que representam a monarquia falida. O contrário acontece: vemo-los unidos às outras monarquias juntos àqueles cuja chave [?] foi matar a Monarquia, e cujas teorias políticas parlamentaristas e (...) estão em desacordo com as deles.

Assim, em ponto algum dos grupos monárquicos nos aparece quem inspire confiança, porque os que a inspirariam, de 

per 

si, estão ligados àqueles que a não inspiram; e a circunstância de que as doutrinas políticas desses são apostas às deles, mais dúvidas nos traz sobre o valor moral e intelectual dos neo-reaccionários.

Unem-se, farisaicamente, para implantar a monarquia? — Qual monarquia? A parlamentarista e ""liberal"" que a maioria dos monárquicos quer? Julgam, ingenuamente, os integralistas, que lhes será fácil passar de tal forma monárquica a outra.? Como? Julgam os nossos Maurras que as suas vozes prevalecem ou virão a prevalecer contra a corrente monárquica, apenas monárquica? Julgam eles que o meio está transformado, que os imoralões de ontem serão outros, purificados de tudo, no poder? É a nós, é a si próprios, ou a quem é que os integralistas querem intrujar?
Começam por esta falta de rumo político. Dá-nos ela garantia de seguro critério político no futuro?
Em verdade, os integralistas mais não são do que literatos cuja literatura passa a ser feita com ideais políticos. No fundo, tudo aquilo é platónico e inofensivo.
Servem a monarquia, não o integralismo!
",s.d.,prose
131,Fernando Pessoa,"A Renascença, com cujo advento a nossa civilização começou,","
Sens. or Book of  War (introd.)

A Renascença, com cujo advento a nossa civilização começou, teve origem em três elementos, de diversa parte contribuídos para a sua formação. O primeiro, no tempo, foi o elemento individualista, cuja primeira forma (produzida pela vida independente das primeiras cidades que se destacaram da amorfa internacionalidade medieval), foi a revolta contra a autoridade da Igreja. Este elemento individualista teve uma tripla origem. No que individualismo político, e, daí, nacionalismo (por ser o espírito nacional o prolongamento colectivo do instinto individualista) (...), ele foi produto da vida independente que pouco a pouco foi caracterizando as cidades que se destacaram da amorfa internacionalidade medieval. No que individualismo puro e simples, isto é, individualismo consciente e directamente tendente a ser individualismo, nasceu ele no influxo da cultura greco-romana, e mais grega que romana, em que consiste, tipicamente, aquilo a que se chama a Renascença . Esta intromissão, na Europa medieva, dos elementos culturais, e, portanto, um pouco das condições culturais, da Antiguidade trouxe resultados que se podem cindir em três partes. A consciência da civilização pregressa (?), da avita (?) beleza pagã, aquela antiqua pulchritudo de que falava Agostinho, lentamente deslocou os valores recebidos pela acção da religião católica. Começando nos eruditos, descendo aos poetas e aos artistas (outros), esse conceito fundamentalmente inimigo das regras de vida, pessoal como social, da Igreja, foi-se infiltrando na vida das nações, aluindo, a pouco e pouco, a moral cristã, a política cristã, a soma sintética de atitudes contidas na psique do cristianismo. O gosto apurou-se primeiro porque espontaneamente se apurava no contacto com as obras presentes dos antigos; segundo, porque da comparação do latim medievo com as puras fontes da latinidade clássica o desdém nascia por essa reles forma da língua que ficara deslustrando a sua própria origem; terceiro, porque (...)
Por outro lado, o ideal do herói antigo ia ganhando as imaginações, e os princípios que haviam alentado a fúria e a gala do cavaleiro andante e do cruzado sumiam-se na admiração que vaporavam as páginas de Plutarco, e a contemplação, nas páginas de um Heródoto, de um Tucídides ou de um Tito Lívio, da outra forma de herói que caracterizara a Antiguidade.
Outra ainda foi a influência individualista da cultura antiga. E foi esta  a mais directa. Em contacto com ideais que se antolhavam a todos mais belos, mais perfeitos, e de maior nobreza que os presentes as mentes dos homens da Renascença espontaneamente se tornavam inimigas ou de todo, ou de parte, do sistema que os rodeava e mergia, e em que haviam sido nados e nutridos.
Paralelamente — e é este o terceiro elemento tendente ao individualismo — a revolta contra a autoridade religiosa da Igreja e, implicitamente, contra toda a autoridade política dela emanada, recebia um estímulo constante e directo na existência temporal e política da Sé Romana. O Papa era um príncipe da terra, com sua política e com a sua diplomacia, e estas, como todas as políticas e as diplomacias todas, mormente num tempo onde a guerra não havia ainda deixado de ser uma realidade, se não quotidiana deveras, pelo menos quotidiana como conceito, abriam constantes conflitos com outros estados, com outros potentados, com outras cidades independentes. Pouco pesava essa dissidência constante quando sobre a Europa pairava ainda inabalada a crença católica pura. Mas quando outros elementos vieram, nem diremos aluí-la, mas basta que poder criticá-la, outro resultado fatalmente promanaria da constante fricção entre o estado papal e outros estados. Quando se repara que, nesta época, se dava já o acréscimo da consciência política adentro das cidades da Itália, e que as facções traziam constantes as suas lutas intestinas (?), breve se vê como, pouco a pouco, cisão após cisão se abriria com a predominância primeiro política, depois mesmo religiosa, da Sé Católica.
Além do estabelecimento, que então se fez, do Individualismo como uma das colunas em que assentasse (assentaria) a nossa civilização moderna, dois outros elementos, como disse, apareceram, e são esses os outros dois em que assenta, também, tal civilização.
O segundo — dando o Individualismo como primeiro — é o espírito científico. 
Nada espanta tanto o investigador superficial que não seja tão superficial que se não lembre disso, como a incompetência, a incapacidade científica dos Romanos. Espanta, deveras, quando se repara na sua essencial apetência prática, na sua habilidade, sobretudo, para as artes materiais da vida, políticas como não políticas. Nas artes que tendem para o conforto, para a facilitação e para a segurança da vida foram mestres os Romanos. Nas que, embora venham a ter essa aplicação (nem se concebe que a não tragam implícita), representam primariamente, ou um trabalho da observação e da inteligência, como as descobertas, ou daquela e da imaginação, como as invenções, não deixaram os Romanos rastro; grega foi a invenção, e, árabe depois, para finalmente ser moderna. Passou inusada por Roma. 
Da Idade Média, e pela Renascença, foram surgindo pouco a pouco as ciências, próprias como aplicadas. A invenção da imprensa, a descoberta da pólvora, a dos instrumentos náuticos, a (...) com uma fiada de tais descobertas e invenções se foi construindo o muro do templo da nossa era. As nossas descobertas marítimas, no que obra científica, entram, pelos seus efeitos nesta categoria.
O terceiro elemento foi o internacionalismo.Este é porventura o mais importante de todos, quando consideramos a importância pelo quanto o elemento é típico da civilização que designa. Individualismo e espírito científico teve a Grécia Antiga (a Hélade), e tais são — acrescido outro elemento, que para o caso não vem — as bases da sua existência civilizacional. Mas todas as civilizações que precederam a nossa foram, rigorosamente (se bem analisarmos), apenas monopolíticas, entendendo por tal termo que nelas, quando não estava o foco da civilização num só estado, a língua civilizacional era, em todo o caso, só uma. A coexistência do grego e do latim na era, já, da força romana, não tem sentido contrário, porquanto não se trata — como no caso das nações modernas —  de duas nações em grau aproximado de força e vida, mas de duas nações que nitidamente se sucedem, velha uma e outra nova, no uso da civilização. (posse da civ.)
O internacionalismo começou por  três causas. A primeira foi a série de contactos,
ainda no período medieval, entre a civilização cristã e outras, como a sarracena; prosseguiu depois pelo aumento dos contactos comerciais com o Oriente. O acréscimo da vida comercial das cidades, primordialmente as da Itália, levou a um grau importante estes contactos, e assim começou a aparecer o espírito internacionalista da civilização moderna.
Anterior a ele, outro elemento — e esse fundamental —  existira. É o de o império romano ter abrangido gentes falando línguas diversas. A dissolução do império foi criando nações, ou esboçando-as, e as cidades depois as radicaram, mas o facto de ter havido o império deixou sempre uma tendência aglutinante (?), de modo que, separadas estas nações, nelas permaneceu a comum tradição romana, nelas perdurou a memória de terem formado parte de um conjunto. Assim, separadas, não se separaram; individualizando-se, não se dissociaram de todo umas das outras.
Vieram, finalmente, as nossas descobertas marítimas, que criaram o elemento colonialista da civilização moderna. E a nossa glória imarcescível que a civilização europeia é numa das suas partes importantes criação nossa. Por nós existe hoje uma civilização americana. Por nós há cidades e civilizações na África, na Austrália, na Índia na Ásia longínqua. Tudo quanto, longe da Europa, é europeu, a nós o deve. De nós descende a grandeza presente do Japão, como a existência colonial da Inglaterra. Que, se nós o não houvéssemos feito, outros o fariam, não é argumento que se empregue. Porque não é precisa a hipótese, onde há o facto. E o facto é que fomos nós que o fizemos.
Não se nos fale em Colombo ou em Cabot. Colombo, supondo mesmo que fosse italiano — como hoje se desprovou, mostrando-o galego — é sociologicamente português porque portuguesa é a iniciativa das descobertas, a ideação científica delas, a construção do conjunto das descobertas como obra civilizacional, e todos, portanto, quantos colaboraram em descobrir naturalizaram-se portugueses com o fazê-lo. E, se se replicar que não era essa a ideia nítida e certa do Infante nem da Escola de Sagres, replique-se que nunca ideia de nenhum actor importante da história é produzir exactamente o que produz, é representar exactamente o papel que o Destino lhe manda que represente.
Alonguei-me, assim, digressando um pouco, porque estou farto e doido da longa injustiça que a nosso respeito são todas as histórias da Europa. O que vale é que elas são bem justas a propósito dos seus autores universalmente e sem excepção (tão baixa jaz ainda a intuição das causas históricas!) incompetentes para formar uma apreciação sociológica dos eventos sociais.
Estas várias causas que colaboraram em produzir, tanto a Renascença, como, por isso os fenómenos básicos da  nossa civilização, não estão separadas na realidade, senão  na análise que fizemos. Elas são intricadas e interimplexas, e isto tanto na sua acção como na sua origem Tudo é uno, e uma civilização, porque é uma vida, um organismo psíquico vastíssimo e muito complexo, é una, organicamente indivisa, inséctil, (...)
",s.d.,prose
132,Fernando Pessoa,"Nem digam não, que o antigo cepticismo","
Nem digam não, que o antigo cepticismo
Chegou aqui. Dizer «Apenas sei
Que nada sei» não é compreender
Isto: que a verdade certa está
Além do ser e do não ser, as duplas
Formas do erro mais simples do pensar.
A vazia e profunda negação
Socrática é o exterior entre-sonhado
Da minha negação calma e profunda.
Toda a frase, expressão, pode partir
D'alma ou dos lábios, e (...) dentro d'alma
Dos lábios d'alma, ou d'alma da alma. Esta
Diferença contém a diferença
Entre o vazio cepticismo antigo,
Mudo adivinhador não compreendendo
A Força toda do que adivinhou...
Entre isto e o meu pensar. Cheguei aqui.
Nem daqui sair quero, nem queria
Aqui chegar. Mas aqui estou e fico.
Perdida ilusão, desilusão
Tendo o sonho e o real por igualmente
Falsos, e por certo tendo apenas
A certeza e o orgulho de aqui estar.
Pelos caminhos (...) da vida
Desdenhando leituras, procurei
Só a verdade — e a verdade é esta.
(uma pausa)
Não sei por quê — não sei... Antes quedasse
Mesmo na dúvida. A desolação
Onde hoje estou — dupla — de nada achar
E de estar só em nada ter achado —
Apavora-me. Há alegria na cidade,
Há tristeza no campo solitário
E no plaino desolado. Mas aqui.
No alto píncaro do mais alto monte,
Onde ninguém subiu nem subirá,
Há um horror intenso.
(Levanta-se tremendo de horror)
Rezar não poder, sonhar, dormir, sim iludir-me.
Voltar ao erro. Voltar ao erro. Nunca!

Não posso já dizer «Meu Deus». Ah, e era
Doce dizê-lo! Ah a tristeza imensa
De estar além da lágrima e do riso
Como eu. Não poder rir, chorar, assim
Como outros homens.
Sim, mas valho mais!
Para quê valer mais?
Horror! Horror!
Mistério, vai-te, esmagas-me! Ah partir
Esta cabeça contra aquele muro
E tombar morto. Mas a morte, a morte!
Ah como a temo! Para onde fugir?
Na vida nem na morte tenho abrigo.
Maldito seja... Quem? Quem fez o Mal,
Este que sinto! Ah, mas já nem posso
Amaldiçoar. O Bem e o Mal são
Formas de erro. Nem amaldiçoar!
Ah o horror, o horror sinto ao vazio
À roda de mim. Eu já não posso
Amaldiçoar, nem ora dirigir-me
A potências ou forças, pois já sei
Que a verdade está além do concebível...

Ah, horror supremo. 
Nem crer, nem descrer,

Nem rir, nem chorar, morte nem vida
Desejar.
(Vê um frasco em cima da mesa)
Ah dormir, talvez dormindo
Esqueça tudo
(Tira o frasco e deita com cuidado)
Não haja eu, que em (horror)
Dormir cuidando, fosse atingir
O temido eterno sono! Só a ideia...
Não mais. Basta. Está bem. Bebamos.

(Bebe. Cambaleia. Vai à cadeira e aí cai inerte, sentado inclinado para trás)
",s.d.,poem
133,Fernando Pessoa,"Sonhos dentro de sonhos,","
Sonhos dentro de sonhos,
Involuções do sonhar,
Os pensamentos são medonhos
Quando se querem aprofundar;
E os corações ficam tristonhos, tristonhos
Quando se sentem sentir pensar.

ilusões dentro d'ilusões
Atormentando o descrer;
Descrenças e crenças são ambas visões
São ambas sonhar, são ambas crer.
",14-12-1908,poem
134,Fernando Pessoa,Horror! Não sei ser inconsciente,"
Horror! Não sei ser inconsciente
E tenho para tudo, do que é bom
À inconsciência, o pensamento aberto,
Tornando-o impossível.

O amor causa-me horror é abandono,
Intimidade, mostrar (...) do ser

E eu tenho do alto orgulho a timidez
E sinto horror a abrir o ser a alguém,
A confiar n'alguém. Horror eu sinto
A que prescrute alguém, ou levemente
Ou não, quaisquer recantos do meu ser.
Abandonar-me em braços nus e belos
(Inda que deles o amor viesse)
No conceber de tudo me horroriza;
Seria violar meu ser profundo,
Aproximar-me muito doutros homens;
Uma nudez qualquer — espírito ou corpo (
Confrange-me: acostumei-me cedo
Aos despimentos do meu ser,
A fixar olhos púdicos, conscientes
Demais. Pensar em dizer «amo-te»
E «amo-te» só — só isto me angustia...
Pensar que ao rir (e mesmo que o não seja)
Exponho uma íntima parte de mim,
Para poder amar eu precisava
Esquecer que sou Fausto o pensador.
Eu queria era dormir, dormi, dormir,
Longo dormir, meio sentindo em sono,
E dormir sempre, sem consciência ter
Do tempo, só do sono sonolento
E da vacuidade do meu ser;
Dormir sem vir a morte, nem sonhar
Mas dormir só dormir, sempre dormir.
Que hoje já de dormir desaprendi.
Cansado de pensar, a pensar fico,
E as noites longas, longas, longas, longas,
E o pálido raiar de inda doutro dia...
Inda outro dia que trará ainda
Uma outra noite e essa mais dias, mais...
Insone sentir isto, e o deslizar
Suave e horroroso do tempo.
Cai então sobre mim todo o horror claro
E nítido e visível do mistério,
E eu tal fico em abalo e em comoção
Que durmo — sim que durmo de pesar-me
Tudo de mais p'ra mais poder sentir.
Então durmo... e antes eu não dormisse
Porque desordenadas incoerências
Mas não visões, só abstracções terríveis
(...)
",s.d.,poem
135,Fernando Pessoa,[Cartas a João Gaspar Simões - 25 Fev. 1933],"
Apartado 147.

Lisboa, 25 de Fevereiro de 1933.

Meu querido Gaspar Simões:

 Muito obrigado pelo empréstimo do exemplar dos  
                Cahiers du Sud.   Devolver-lho-ei na segunda‑feira. Não estou, é claro, tão livre de vaidade que não ficasse muito contente com o artigo do Hourcade. Não lhe escrevo por enquanto, a agradecer, pois acabam aqui de me infor­mar – alguém que falara com o Bourdon, que não conheço – que era provável que o Hourcade viesse para Lisboa, contratado para a Faculdade de Letras.
            

Sabe v. alguma coisa disso? Muito me agradaria que fosse verdade.

 Quero, agora, referir-me ao assunto que deixei sus­penso – o de um livro meu para a colecção da  
                Presença.   Reflectindo – que era o que ia fazer –, encontrei qual­quer coisa de preferível a um dos livros do  
                Cancioneiro.   De preferível em três sentidos – mais breve (embora, é certo, não muito mais breve), muito superior, e muito mais de acordo com a publicação de coisas «novas» que será por certo a intenção dos livros projectados. Propo­nho-me dar-lhe  
                O Guardador de Rebanhos   do Caeiro, completo, com os seus 49 poemas. Está nas condições que acima lhe indiquei, e está pronto, salvo qualquer revisão verbal, que se pode fazer no próprio processo de o passar a limpo.
            

 O meu primitivo intuito, quanto a Caeiro, era de publicar, num só livro, os  
                Poemas Completos (O Guar­dador de Rebanhos, O Pastor Amoroso, Poemas Incon­juntos).   Sucede, porém, que não tenho reunidos ainda todos os  
                poemas inconjuntos,   nem sei quando os terei; e, ainda, que esses precisam de uma revisão de outra ordem, já não só verbal mas psicológica. E o que, como acima disse, não sucede com  
                O Guardador de Rebanhos,   como, aliás, não sucede com os cinco ou seis poemas do  
                Pastor Amoroso.



Diga-me o que pensa deste propósito, assim como de outro, que também agora me ocorreu, e que expo­nho a seguir.

 Querem vv. publicar, num desses volumes, os  
                Indí­cios de Ouro   do Sá-Carneiro? E o livro inédito dele, e esse está pronto, tal qual é, a ser publicado. Não é o caso das  
                Obras Completas,   sobre as quais há a dificul­dade de eu querer procurar, através do grande número de cartas que tenho, outros poemas não incluídos nos  
                Indícios de Ouro,   e dignos de figurar nessa edição defi­nitiva. Acresce que ainda não perdi de todo a esperança de que algures, na posse não sei de quem, possa existir o original do primeiro capítulo do  
                Mundo Interior,   ma­ravilhoso trecho de prosa que o Sá-Carneiro me leu aqui em Lisboa e de que sei que não houve continuação.
            

 Publicando o livro de poemas do Sá-Carneiro con­seguem, de certo modo, justificar-se perante os leitores da  
                Presença   do não aparecimento da anunciada edição das obras completas dele. É, aliás, assunto que poderia ser referido,  
                passim   num breve prefácio. A obra do Sá-Carneiro – salvo os tais inéditos possíveis – ficaria assim inteiramente publicada.
            

Se v. acha isto bem, ou acha bem ambos os istos, diga-me quando quer os originais. E, se houver inconve­niente na publicação dos dois livros, já v. sabe que deve publicar o do Sá-Carneiro, de preferência ao meu.

 De facto, e para dizer qualquer coisa parecida com a verdade, gostaria que vv. publicassem  
                O Guardador de Rebanhos.   Teria eu assim o prazer de serem vv. que apresentassem o melhor que eu tenho feito – obra que, ainda que eu escrevesse outra  
                Ilíada,   não poderia, num certo íntimo sentido, jamais igualar, porque procede de um grau e tipo de inspiração (passe a palavra, por ser aqui exacta) que excede o que eu racionalmente poderia gerar dentro de mim, o que nunca é verdade das  
                Ilíadas.



Sou devedor a vv. de tantas e tão acumuladas gen­tilezas que dar-lhes menos que o meu melhor, podendo dar esse melhor, não seria desculpável.

Abraça-o o amigo e admirador sempre reconhecido,

Fernando Pessoa.
",25-2-1933,prose
136,Álvaro de Campos,P. DAS HORAS — Parte II,"
P. DAS HORAS — Parte II —

Grandes estandartes de fumo das chaminés das fábricas
Sobre os telhados (...)
Ó poderosamente gritos de combate!
Vago rumor silencioso e comercial das ruas...
E a ordem inconsciente dos que vão e vêm
Pelas fitas dos passeios...
À hora de sol em que as lojas descem os toldos
",s.d.,poem
137,Fernando Pessoa,"Dormi, sonhei. No informe labirinto","
Dormi, sonhei. No informe labirinto
Que há entre o mundo e o nada me perdi.
Em bosques de mim mesmo me embebi,
Misto indeciso do que vejo e sinto.

Estagno incorpóreo. No infiel recinto 
Leio o transtorno do que nunca li, 
E o labirinto nunca está em si, 
Nem há mundo no incerto e abstracto plinto.

Minha alma é um ser que a verdade engana, 
Memória da partida dos navios
Na praia que de espuma se engalana.

Não voltaram dos longes os sombrios
Barcos, e o luar mole deixa ver
A praia com a espuma a escurecer.
",s. d.,poem
138,Fernando Pessoa,O pescador do mar alto,"
O pescador do mar alto

O pescador do mar alto
Vem contente de pescar.
Se prometo, sempre falto:
Receio não agradar.
",s.d.,poem
139,Alexander Search,JUSTICE,"
JUSTICE  There was a land, which I suppose,  Where everyone had a crooked nose;  And the crooked nose that everyone had  In no manner did make him sad.  But in that land a man was born  Whose nose more straight and clean was worn;  And the men of that land with a public hate  Killed the man whose nose was straight.
",28-7-1907,poem
140,António Mora,A. Mora — princípio da parte II.,"
A. Mora — princípio da parte II.


Assim como a 

especulação filosófica 

(teórica) parte forçosamente dos dados elementares do conhecimento, que são o sujeito e o objecto, e a consequente relação entre eles; assim a especulação prática parte dos dados elementares da vida, que são o organismo e o meio e as consequentes relacaões entre eles. A especulação teórica abrange as partes todas da experiência; a especulação prática abrange apenas aqueles factos da experiência (...)


(Como é que «Verdade», a Realidade, em um caso, corresponde a vida, em outro?)

A religião é uma metafísica vital, a ciência da utilidade.
",s.d.,prose
141,Fernando Pessoa,Boca de romã perfeita,"
Boca de romã perfeita

Boca de romã perfeita
Quando a abres p’ra comer,
Que feitiço é que me espreita
Quando ris só de me ver?
",s.d.,poem
142,Fernando Pessoa,[Carta a Rogelio Buendìa - 20 Ago. 1923],"
Dr. Rogelio Buendía, 
Castelar, 6, Huelva.

Lisboa, 20 de Agosto de 1923.

Agradeço, meu prezado camarada, a oferta, com que acaba de me honrar, do seu livro «La Rueda de Color».
A sua arte meio-moderna, meio-japonesa, feita, em versos contemporâneos, do espírito miniaturista dos haikais, embalou um momento o que sonha em mim. Sem dúvida que a alma do fútil e do transitório, que sente que o é, enche, de sonho a realidade, a sua inspiração impressionista. Há uma razão para isto, como a haveria para o contrário. Toda a vida, porventura, cabe na impressão de um balão veneziano, ou de uma paisagem da China, vista numa porcelana transparente, nas tardes longínquas de um mandarim que nunca existisse. Viver a vida como se bebêssemos por ela uma bebida que entretém sem alimentar constitui uma das razões-de-ser do homem moderno. Mesmo o ser moderno, porém, vai sendo antigo. Felicito-o por se ter esquecido d'isto.
Guardo do seu livro uma absurda impressão de Oriente, provavelmente verdadeira. Sou um ocidental extremo, para quem o Oriente começa na fronteira de Espanha. Sou também o contrário d'isto — um ocidental extremo para quem, súbdito do mar e do céu, não há fronteira nenhuma.
É com este espírito de universalidade incerta que aprecio o seu livro, que, tendo-o lido, duas vezes lhe agradeço, pedindo-lhe que creia no aplauso e na estima do seu
camarada obscuro,
(a) Fernando Pessoa. 
Apartado 147, Lisboa.
",20-8-1923,prose
143,Ricardo Reis,Crer é errar. Não crer de nada serve.,"
Crer é errar. Não crer de nada serve.
",28-9-1926,poem
144,Fernando Pessoa,"Não é grande, nem absoluta nem relativamente, o número de revistas...","
Não é grande, nem absoluta nem relativamente, o número de revistas em mais que uma língua que hoje se publicam em todo o mundo. Das poucas que há, a maioria compõe-se de revistas comerciais, e representa um meio termo entre duas edições da revista, cada uma em uma língua.
Vendo bem, e em princípio, a ideia de uma revista em duas línguas não se apresenta simpática. Há, porém, uma reserva a fazer a esse preconceito natural. É quando as duas línguas são tão próximas uma da outra, que qualquer delas é inteligível a quem propriamente falando não saiba senão a outra. Não há no mundo duas línguas tão justamente nestas condições como são a espanhola e a portuguesa. Por isso uma revista em estas duas línguas perde quase todo o carácter absurdo que revestiria se houvesse maior distância etimológica entre um e outro idioma.
Todo espanhol compreende, lendo, o português; todo português, compreende, lendo, o espanhol. Podem pôr-se, lado a lado, artigos em espanhol que especialmente interessem espanhóis, e artigos em português que especialmente interessem portugueses, sem que o interesse de qualquer deles fique afastado daquilo que especialmente se redigiu para interessar os outros. Tudo está em que esses artigos, que especialmente se destinam a interessar espanhóis ou portugueses, não sejam de um interesse tão restrito que não possam interessar também portugueses ou espanhóis. Quem, como os organizadores desta publicação, tem a técnica segura de como interessar, não encontra dificuldade em consegui-lo desta maneira, que a semelhança dos idiomas torna possível. Daí a índole desta revista, assim como o seu título inevitável .
De há tempos para cá se vem fazendo, por um processo de combinação espontânea que vale muito mais, e significa muito mais, que qualquer táctica de política amistosa, uma aproximação mental entre Portugal e Espanha. Dir-se-ia que os dois países repararam por fim no facto aparentemente evidente que uma fronteira, se separa, também une; e que, se duas nações vizinhas são duas por serem duas, podem moralmente ser quase uma por serem vizinhas. Esta aproximação mental não implica, de parte a parte, a abdicação de coisa alguma em que consista essencialmente a independência ou a personalidade de cada uma das nações: duas criaturas podem ser amigos sem ser sócios. Implica tão-somente um estabelecimento de entendimento e de amizade, natural no caso de Portugal e de Espanha, que nenhum conflito de ambições hoje separa, que uma civilização tradicional comum aproxima, e que se encontram mais que nunca ante o problema, comum também, de defender, naquela larga extensão da América que por ambos foi civilizada e aberta à continuidade do progresso, a tradição civilizacional ibérica contra a incursão disruptiva de conceitos civilizacionais estranhos.
Não está pois fora de propósito, nem quanto ao intuito, nem quanto à ocasião, que se lance a Revista de que este número é, não espécime, nem mesmo programa, mas unicamente explicação.
",s.d.,prose
145,Fernando Pessoa,Voto no Município — por listas podendo ter tantas ou menos...,"
Voto no Município — por listas podendo ter tantas ou menos quantos os vereadores a eleger.

Vereadores propostos por associações comerciais? _ isto é, pelo comércio = O voto de: (1) categoria de propriedade; (2) categoria comercial; (3) categoria administrativa. este voto antidemocrático é contestado pelo direito que a qualquer cidadão (mesmo [...] não eleito) de contestação de competência, (...)
O contestado pode é admitir [?] advogado ou processá-lo por contestar a competência de alguém.

[...] Constituição, [...] Código Político da República Portuguesa.
",s.d.,prose
146,Fernando Pessoa,Andavam de noite aos segredos,"
Andavam de noite aos segredos 
Só porque era noite...
Os bosques enchiam de medos 
Quem quer que se afoite...

Diziam [?] palavras que pesam [?] 
À sombra de alguém...
Ninguém os conhece, e passam... 
Não eram ninguém...

Fica só na aragem e na ânsia 
Saudade a fingir...
Foi como se fora a distância... 
Eu torno a dormir.
",11-2-1931,poem
147,Bernardo Soares,"Para compreender, destruí-me.","
L. do D.

Para compreender, destruí-me. Compreender é esquecer de amar. Nada conheço mais ao mesmo tempo falso e significativo que aquele dito de Leonardo da Vinci, de que se não pode amar ou odiar uma coisa senão depois de compreendê-la.

A solidão desola-me; a companhia oprime-me. A presença de outra pessoa descaminha-me os pensamentos; sonho a sua presença com uma distracção especial, que toda a minha atenção analítica não consegue definir.
",s.d.,prose
